sort_num,refnum,refname,invasive_species,trophic_invader,response_var,response_fxnlgrp,habitat_type,study_type,es_num,es_num2,smd,var,SMD calculation notes,citations,fund_NSF,fund_FWS,fund_NOAA,fund_EPA,fund_USDA,fund_conserv,Funding Sources,Funding notes,Journal,journal_category,pubyear,impactfactor,impactfactor_year,lastauth_country,carp,zebra_mussel,phragmites,spartina,last_author_region,same_first_author,last_author_english
333,80,klose2013,Procambarus clarkii,Omnivore,Physiochemistry,OM,River,Manipulative,195,137,-2.72,1.36,,6,1,0,0,0,0,0,"Santa Barbara Coastal Long Term Ecological Research (NSF LTER) grant (OCE99-82105), Science and Engineering Research Grant from the University of California, Graduate Opportunity Fellowship from the University of California",,Community Ecology,General,2013,1.2,2013,USA,0,0,0,0,North America,klose,1
226,81,kloskowski2011,Cyprinus carpio,Omnivore,Abundance,Macrophytes,Lake,Manipulative,196,138,1.93,0.47,,33,1,0,0,0,0,0,"State Committee for Scientific Research (KBN 6 PO4 F 066 20 and 3 PO4 F 036 23), Ministry of Science and Higher Education (MNiSW 2 P04 G 050 30)",,Fundamental and Applied Limnology,Ecosystem,2011,1.145,2011,Poland,1,0,0,0,Europe,kloskowski,0
227,81,kloskowski2011,Cyprinus carpio,Omnivore,Abundance,Macrophytes,Lake,Manipulative,196,138,-2.16,0.51,,33,1,0,0,0,0,0,"State Committee for Scientific Research (KBN 6 PO4 F 066 20 and 3 PO4 F 036 23), Ministry of Science and Higher Education (MNiSW 2 P04 G 050 30)",,Fundamental and Applied Limnology,Ecosystem,2011,1.145,2011,Poland,1,0,0,0,Europe,kloskowski,0
527,82,knapp2001,several fish spp.,Predator,Abundance,Zooplankton,Lake,Manipulative,197,139,-0.12,0.05,,261,1,0,0,0,1,0,"USDA Pacific Southwest Research Station (Challenge Cost-Share Agreement PSW-95-001-CCS and Cooperative Agreements PSW-96-0007CA and PSW-98-0009CA), National Science Foundation (DEB-9629473)",,Ecological Monographs,General,2001,5.551,2001,USA,0,0,0,0,North America,knapp,1
529,82,knapp2001,several fish spp.,Predator,Abundance,Zooplankton,Lake,Manipulative,197,139,-1.43,0.06,,261,1,0,0,0,1,0,"USDA Pacific Southwest Research Station (Challenge Cost-Share Agreement PSW-95-001-CCS and Cooperative Agreements PSW-96-0007CA and PSW-98-0009CA), National Science Foundation (DEB-9629473)",,Ecological Monographs,General,2001,5.551,2001,USA,0,0,0,0,North America,knapp,1
531,82,knapp2001,several fish spp.,Predator,Abundance,Zooplankton,Lake,Manipulative,197,139,1.6,0.06,,261,1,0,0,0,1,0,"USDA Pacific Southwest Research Station (Challenge Cost-Share Agreement PSW-95-001-CCS and Cooperative Agreements PSW-96-0007CA and PSW-98-0009CA), National Science Foundation (DEB-9629473)",,Ecological Monographs,General,2001,5.551,2001,USA,0,0,0,0,North America,knapp,1
526,82,knapp2001,several fish spp.,Predator,Abundance,Zooplankton,Lake,Observational,198,140,-0.21,0.03,,261,1,0,0,0,1,0,"USDA Pacific Southwest Research Station (Challenge Cost-Share Agreement PSW-95-001-CCS and Cooperative Agreements PSW-96-0007CA and PSW-98-0009CA), National Science Foundation (DEB-9629473)",,Ecological Monographs,General,2001,5.551,2001,USA,0,0,0,0,North America,knapp,1
528,82,knapp2001,several fish spp.,Predator,Abundance,Zooplankton,Lake,Observational,198,140,-0.45,0.03,,261,1,0,0,0,1,0,"USDA Pacific Southwest Research Station (Challenge Cost-Share Agreement PSW-95-001-CCS and Cooperative Agreements PSW-96-0007CA and PSW-98-0009CA), National Science Foundation (DEB-9629473)",,Ecological Monographs,General,2001,5.551,2001,USA,0,0,0,0,North America,knapp,1
530,82,knapp2001,several fish spp.,Predator,Abundance,Zooplankton,Lake,Observational,198,140,1.07,0.03,,261,1,0,0,0,1,0,"USDA Pacific Southwest Research Station (Challenge Cost-Share Agreement PSW-95-001-CCS and Cooperative Agreements PSW-96-0007CA and PSW-98-0009CA), National Science Foundation (DEB-9629473)",,Ecological Monographs,General,2001,5.551,2001,USA,0,0,0,0,North America,knapp,1
186,83,kolosovich2012,Potamopyrgus antipodarum,Filter-collector,Abundance,Phytoplankton,Lake,Mesocosm,199,141,-0.66,1.44,,5,1,1,0,0,0,0,"National Science Foundation (EPSCoR), San Francisco Bay Wildlife Society through the Wildlife Ambassador program",,Aquatic Invasions,Invasions,2012,1.136,2012,USA,0,0,0,0,North America,kolosovich,1
187,83,kolosovich2012,Potamopyrgus antipodarum,Filter-collector,Abundance,Phytoplankton,Lake,Mesocosm,199,141,-0.76,1.57,,5,1,1,0,0,0,0,"National Science Foundation (EPSCoR), San Francisco Bay Wildlife Society through the Wildlife Ambassador program",,Aquatic Invasions,Invasions,2012,1.136,2012,USA,0,0,0,0,North America,kolosovich,1
188,83,kolosovich2012,Potamopyrgus antipodarum,Filter-collector,Abundance,Phytoplankton,Lake,Mesocosm,199,141,0.24,1.06,,5,1,1,0,0,0,0,"National Science Foundation (EPSCoR), San Francisco Bay Wildlife Society through the Wildlife Ambassador program",,Aquatic Invasions,Invasions,2012,1.136,2012,USA,0,0,0,0,North America,kolosovich,1
189,83,kolosovich2012,Potamopyrgus antipodarum,Filter-collector,Abundance,Phytoplankton,Lake,Mesocosm,199,141,-3.3,11.86,,5,1,1,0,0,0,0,"National Science Foundation (EPSCoR), San Francisco Bay Wildlife Society through the Wildlife Ambassador program",,Aquatic Invasions,Invasions,2012,1.136,2012,USA,0,0,0,0,North America,kolosovich,1
708,84,kornijow2010,Trapa natans,Primary-producer,Abundance,Benthic Invertebrates,River,Observational,200,142,-5.57,7.31,,14,1,0,0,0,0,0,NSF DEB-0414574,,Fundamental and Applied Limnology,Ecosystem,2010,1.108,2010,USA,0,0,0,0,North America,kornijow,1
449,85,kornis2013,Neogobius melanostomus,Predator,Abundance,Fish,River,Observational,201,143,-0.13,0.05,,26,0,0,1,0,0,0,University of Wisconsin Sea Grant Institute federal grant number NA06OAR4170011 project number R/AI-3,,Diversity and Distributions,Invasions,2013,5.469,2013,USA,0,0,0,0,North America,kornis,1
450,85,kornis2013,Neogobius melanostomus,Predator,Diversity,Fish,River,Observational,202,144,0.59,0.05,,26,0,0,1,0,0,0,University of Wisconsin Sea Grant Institute federal grant number NA06OAR4170011 project number R/AI-3,,Diversity and Distributions,Invasions,2013,5.469,2013,USA,0,0,0,0,North America,kornis,1
451,85,kornis2013,Neogobius melanostomus,Predator,Diversity,Fish,River,Observational,202,144,0.42,0.05,,26,0,0,1,0,0,0,University of Wisconsin Sea Grant Institute federal grant number NA06OAR4170011 project number R/AI-3,,Diversity and Distributions,Invasions,2013,5.469,2013,USA,0,0,0,0,North America,kornis,1
452,86,krakowiak2008,Neogobius melanostomus,Predator,Abundance,Benthic Invertebrates,River,Observational,203,145,0.29,0.51,,43,0,0,0,0,0,0,Buffalo State College faculty senate research award,,Journal of Great Lakes Research,Ecosystem,2008,1.393,2008,USA,0,0,0,0,North America,krakowiak,1
455,86,krakowiak2008,Neogobius melanostomus,Predator,Abundance,Fish,River,Observational,204,145,-0.6,0.54,,43,0,0,0,0,0,0,Buffalo State College faculty senate research award,,Journal of Great Lakes Research,Ecosystem,2008,1.393,2008,USA,0,0,0,0,North America,krakowiak,1
453,86,krakowiak2008,Neogobius melanostomus,Predator,Diversity,Benthic Invertebrates,River,Observational,205,146,-1.78,0.87,,43,0,0,0,0,0,0,Buffalo State College faculty senate research award,,Journal of Great Lakes Research,Ecosystem,2008,1.393,2008,USA,0,0,0,0,North America,krakowiak,1
454,86,krakowiak2008,Neogobius melanostomus,Predator,Diversity,Benthic Invertebrates,River,Observational,205,146,-1.36,0.72,,43,0,0,0,0,0,0,Buffalo State College faculty senate research award,,Journal of Great Lakes Research,Ecosystem,2008,1.393,2008,USA,0,0,0,0,North America,krakowiak,1
456,86,krakowiak2008,Neogobius melanostomus,Predator,Diversity,Fish,River,Observational,206,146,-0.4,0.52,,43,0,0,0,0,0,0,Buffalo State College faculty senate research award,,Journal of Great Lakes Research,Ecosystem,2008,1.393,2008,USA,0,0,0,0,North America,krakowiak,1
457,86,krakowiak2008,Neogobius melanostomus,Predator,Diversity,Fish,River,Observational,206,146,-0.12,0.5,,43,0,0,0,0,0,0,Buffalo State College faculty senate research award,,Journal of Great Lakes Research,Ecosystem,2008,1.393,2008,USA,0,0,0,0,North America,krakowiak,1
458,86,krakowiak2008,Neogobius melanostomus,Predator,Physiochemistry,Turbidity,River,Observational,207,147,0.49,0.53,,43,0,0,0,0,0,0,Buffalo State College faculty senate research award,,Journal of Great Lakes Research,Ecosystem,2008,1.393,2008,USA,0,0,0,0,North America,krakowiak,1
132,87,kuhns1999,Dreissena polymorpha,Filter-collector,Abundance,Benthic Invertebrates,Lake,Manipulative,208,148,3.56,1.41,,126,0,0,1,1,0,0,"National Oceanic and Atmospheric Administration through Purdue University (Grant 643-1494-01), U.S. Environmental Protection Agency—Great Lakes National Program Office (Grant GL98133)",,Journal of Great Lakes Research,Ecosystem,1999,0.53,1999,USA,0,1,0,0,North America,kuhns,1
133,87,kuhns1999,Dreissena polymorpha,Filter-collector,Abundance,Phytoplankton,Lake,Manipulative,209,148,0.11,0.4,,126,0,0,1,1,0,0,"National Oceanic and Atmospheric Administration through Purdue University (Grant 643-1494-01), U.S. Environmental Protection Agency—Great Lakes National Program Office (Grant GL98133)",,Journal of Great Lakes Research,Ecosystem,1999,0.53,1999,USA,0,1,0,0,North America,kuhns,1
459,87,kuhns1999,Neogobius melanostomus,Predator,Abundance,Benthic Invertebrates,Lake,Manipulative,210,149,-0.94,0.47,,126,0,0,1,1,0,0,"National Oceanic and Atmospheric Administration through Purdue University (Grant 643-1494-01), U.S. Environmental Protection Agency—Great Lakes National Program Office (Grant GL98133)",,Journal of Great Lakes Research,Ecosystem,1999,0.53,1999,USA,0,0,0,0,North America,kuhns,1
460,87,kuhns1999,Neogobius melanostomus,Predator,Abundance,Phytoplankton,Lake,Manipulative,211,149,1.24,0.52,,126,0,0,1,1,0,0,"National Oceanic and Atmospheric Administration through Purdue University (Grant 643-1494-01), U.S. Environmental Protection Agency—Great Lakes National Program Office (Grant GL98133)",,Journal of Great Lakes Research,Ecosystem,1999,0.53,1999,USA,0,0,0,0,North America,kuhns,1
532,88,latini2004,several fish spp.,Predator,Diversity,Fish,Lake,Observational,212,150,-5.37,6.86,,162,1,1,0,0,0,1,"Fundacao de Coordenacao de Aperfeicoamento de Pessoal de Nıvel Superior (CAPES), UFMG, UNESP, Conselho Nacional de Pesquisa (CNPq), US Fish and Wildlife Service, Ramsar Convention on Wetlands",,Fisheries Management and Ecology,Conservation,2004,0.471,2004,Brazil,0,0,0,0,Central and South America,latini,0
533,88,latini2004,several fish spp.,Predator,Diversity,Fish,Lake,Observational,212,150,-2.26,1.76,,261,1,1,0,0,0,1,"Fundacao de Coordenacao de Aperfeicoamento de Pessoal de Nıvel Superior (CAPES), UFMG, UNESP, Conselho Nacional de Pesquisa (CNPq), US Fish and Wildlife Service, Ramsar Convention on Wetlands",,Fisheries Management and Ecology,Conservation,2004,0.471,2004,Brazil,0,0,0,0,Central and South America,latini,0
534,88,latini2004,several fish spp.,Predator,Diversity,Fish,Lake,Observational,212,150,-1.78,1.35,,162,1,1,0,0,0,1,"Fundacao de Coordenacao de Aperfeicoamento de Pessoal de Nıvel Superior (CAPES), UFMG, UNESP, Conselho Nacional de Pesquisa (CNPq), US Fish and Wildlife Service, Ramsar Convention on Wetlands",,Fisheries Management and Ecology,Conservation,2004,0.471,2004,Brazil,0,0,0,0,Central and South America,latini,0
305,89,leal-florez2008,Oreochromis niloticus,Omnivore,Diversity,Fish,Estuary,Observational,213,151,1.19,0.05,,11,0,0,1,0,0,0,"INVEMAR, COLFUTURO-DAAD",,Bulletin of Marine Science,General,2008,0.929,2008,Germany,0,0,0,0,Europe,leal-florez,0
306,89,leal-florez2008,Oreochromis niloticus,Omnivore,Diversity,Fish,Estuary,Observational,213,151,-1.68,0.06,,11,0,0,1,0,0,0,"INVEMAR, COLFUTURO-DAAD",,Bulletin of Marine Science,General,2008,0.929,2008,Germany,0,0,0,0,Europe,leal-florez,0
61,90,lejart2011,Crassostrea gigas,Filter-collector,Abundance,Benthic Invertebrates,Estuary,Observational,214,152,2.33,0.83,,27,0,0,0,1,0,0,"Région Bretagne, Ministère de l'Ecologie et du Développement durable",,Journal of Sea Research,Ecosystem,2011,2.598,2011,France,0,0,0,0,Europe,lejart,0
62,90,lejart2011,Crassostrea gigas,Filter-collector,Abundance,Benthic Invertebrates,Estuary,Observational,214,152,4.68,2.14,,27,0,0,0,1,0,0,"Région Bretagne, Ministère de l'Ecologie et du Développement durable",,Journal of Sea Research,Ecosystem,2011,2.598,2011,France,0,0,0,0,Europe,lejart,0
63,90,lejart2011,Crassostrea gigas,Filter-collector,Diversity,Benthic Invertebrates,Estuary,Observational,215,153,7.88,5.34,,27,0,0,0,1,0,0,"Région Bretagne, Ministère de l'Ecologie et du Développement durable",,Journal of Sea Research,Ecosystem,2011,2.598,2011,France,0,0,0,0,Europe,lejart,0
64,90,lejart2011,Crassostrea gigas,Filter-collector,Diversity,Benthic Invertebrates,Estuary,Observational,215,153,12.32,12.48,,27,0,0,0,1,0,0,"Région Bretagne, Ministère de l'Ecologie et du Développement durable",,Journal of Sea Research,Ecosystem,2011,2.598,2011,France,0,0,0,0,Europe,lejart,0
258,91,leyse2004,Gambusia affinis,Omnivore,Abundance,Benthic Invertebrates,Lake,Mesocosm,216,154,-2.26,1.76,,59,0,0,0,1,0,1,"North Salinas Valley Mosquito Abatement District, University of California Mosquito Research Program, San Joaquin Mosquito and Vector Control District (SJMVCD), EPA Fellowship Number U-91580401",,Biological Conservation,Conservation,2004,2.166,2004,USA,0,0,0,0,North America,leyse,1
259,91,leyse2004,Gambusia affinis,Omnivore,Abundance,Benthic Invertebrates,Lake,Mesocosm,216,154,-0.9,0.84,,59,0,0,0,1,0,1,"North Salinas Valley Mosquito Abatement District, University of California Mosquito Research Program, San Joaquin Mosquito and Vector Control District (SJMVCD), EPA Fellowship Number U-91580401",,Biological Conservation,Conservation,2004,2.166,2004,USA,0,0,0,0,North America,leyse,1
260,91,leyse2004,Gambusia affinis,Omnivore,Abundance,Zooplankton,Lake,Mesocosm,217,154,0.52,0.72,,59,0,0,0,1,0,1,"North Salinas Valley Mosquito Abatement District, University of California Mosquito Research Program, San Joaquin Mosquito and Vector Control District (SJMVCD), EPA Fellowship Number U-91580401",,Biological Conservation,Conservation,2004,2.166,2004,USA,0,0,0,0,North America,leyse,1
261,91,leyse2004,Gambusia affinis,Omnivore,Abundance,Zooplankton,Lake,Mesocosm,217,154,-3.32,3.04,,59,0,0,0,1,0,1,"North Salinas Valley Mosquito Abatement District, University of California Mosquito Research Program, San Joaquin Mosquito and Vector Control District (SJMVCD), EPA Fellowship Number U-91580401",,Biological Conservation,Conservation,2004,2.166,2004,USA,0,0,0,0,North America,leyse,1
295,92,lodge1994,Orconectes rusticus,Omnivore,Abundance,Benthic Invertebrates,Lake,Manipulative,218,155,-0.91,0.6,,397,1,0,0,0,0,0,"NSF grant 8500775, NSF grant 8907407, NSF grant 8500773",,Ecology,General,1994,3.139,1999,USA,0,0,0,0,North America,lodge,1
294,92,lodge1994,Orconectes rusticus,Omnivore,Abundance,Macrophytes,Lake,Manipulative,219,155,-1.92,0.93,,397,1,0,0,0,0,0,"NSF grant 8500775, NSF grant 8907407, NSF grant 8500773",,Ecology,General,1994,3.139,1999,USA,0,0,0,0,North America,lodge,1
296,92,lodge1994,Orconectes rusticus,Omnivore,Abundance,Phytoplankton,Lake,Manipulative,220,155,-0.35,0.51,,397,1,0,0,0,0,0,"NSF grant 8500775, NSF grant 8907407, NSF grant 8500773",,Ecology,General,1994,3.139,1999,USA,0,0,0,0,North America,lodge,1
167,93,lozano2001,Dreissena spp.,Filter-collector,Abundance,Benthic Invertebrates,Lake,Observational,221,156,6.57,0.67,,124,0,0,0,0,0,0,none listed,,Canadian Journal of Fisheries and Aquatic Sciences,Conservation,2001,1.658,2001,USA,0,1,0,0,North America,lozano,1
168,93,lozano2001,Dreissena spp.,Filter-collector,Abundance,Benthic Invertebrates,Lake,Observational,221,156,-1.25,0.08,,124,0,0,0,0,0,0,none listed,,Canadian Journal of Fisheries and Aquatic Sciences,Conservation,2001,1.658,2001,USA,0,1,0,0,North America,lozano,1
438,94,maezono2004,Micropterus salmoides,Predator,Abundance,Fish,Lake,Observational,222,157,-2.1,0.5,,41,0,1,0,0,0,0,The Ito Foundation for the Promotion of Ichthyology,,Ecological Research,General,2004,1.937,2004,Japan,0,0,0,0,Asia,maezono,0
437,94,maezono2004,Micropterus salmoides,Predator,Diversity,Fish,Lake,Observational,223,158,-0.92,0.34,,41,0,1,0,0,0,0,The Ito Foundation for the Promotion of Ichthyology,,Ecological Research,General,2004,1.937,2004,Japan,0,0,0,0,Asia,maezono,0
190,95,mantovani2006,Tapes philippinarum,Filter-collector,Abundance,Benthic Invertebrates,Estuary,Manipulative,224,159,-0.17,0.34,,6,0,1,0,0,1,0,"MiPAF, Italian Ministry for Agricultural and Forest Policies, VI Triennial Programme for Fishery and Aquaculture",,ICES Journal of Marine Science,General,2006,1.469,2006,Italy,0,0,0,0,Europe,matovani,0
191,95,mantovani2006,Tapes philippinarum,Filter-collector,Diversity,Benthic Invertebrates,Estuary,Manipulative,225,160,0.22,0.34,,6,0,1,0,0,1,0,"MiPAF, Italian Ministry for Agricultural and Forest Policies, VI Triennial Programme for Fishery and Aquaculture",,ICES Journal of Marine Science,General,2006,1.469,2006,Italy,0,0,0,0,Europe,matovani,0
536,96,marks2010,several fish spp.,Predator,Abundance,Fish,River,Manipulative,226,161,-2.48,2.07,,34,1,1,0,0,0,1,(1)NSF (2) Arizona Game and Fish Department-Heritage Program (3) Nina Mason Pulliam Charitable Trust (4) Ecological Restoration Institute (5) Merriam Power Center for Environmental Research ,SGER and DEB0543612,Restoration Ecology,Conservation,2009,1.502,2009,USA,0,0,0,0,North America,marks,1
537,96,marks2010,several fish spp.,Predator,Abundance,Fish,River,Manipulative,226,161,-2.79,2.42,,34,1,1,0,0,0,1,(1)NSF (2) Arizona Game and Fish Department-Heritage Program (3) Nina Mason Pulliam Charitable Trust (4) Ecological Restoration Institute (5) Merriam Power Center for Environmental Research ,SGER and DEB0543613,Restoration Ecology,Conservation,2009,1.502,2009,USA,0,0,0,0,North America,marks,1
535,96,marks2010,several fish spp.,Predator,Abundance,Fish,River,Observational,227,162,-4.51,5.11,,34,1,1,0,0,0,1,(1)NSF (2) Arizona Game and Fish Department-Heritage Program (3) Nina Mason Pulliam Charitable Trust (4) Ecological Restoration Institute (5) Merriam Power Center for Environmental Research ,SGER and DEB0543614,Restoration Ecology,Conservation,2009,1.502,2009,USA,0,0,0,0,North America,marks,1
229,97,matsuzaki2009,Cyprinus carpio,Omnivore,Abundance,Phytoplankton,Lake,Manipulative,228,163,2.75,2.29,,139,1,0,0,0,0,0,"Ministry of Education, Culture, Sports, Science and Technology of Japan (Grants in Aids)",N. Takamura (No. 15570025) and S. Matsuzaki (No. 1811493) ,Oecologia,General,2008,2.833,2008,Japan,1,0,0,0,Asia,matsuzaki,0
233,97,matsuzaki2009,Cyprinus carpio,Omnivore,Abundance,Zooplankton,Lake,Manipulative,229,163,-0.52,0.72,,139,1,0,0,0,0,0,"Ministry of Education, Culture, Sports, Science and Technology of Japan (Grants in Aids)",N. Takamura (No. 15570025) and S. Matsuzaki (No. 1811493) ,Oecologia,General,2008,2.833,2008,Japan,1,0,0,0,Asia,matsuzaki,0
234,97,matsuzaki2009,Cyprinus carpio,Omnivore,Abundance,Zooplankton,Lake,Manipulative,229,163,1.92,1.46,,139,1,0,0,0,0,0,"Ministry of Education, Culture, Sports, Science and Technology of Japan (Grants in Aids)",N. Takamura (No. 15570025) and S. Matsuzaki (No. 1811493) ,Oecologia,General,2008,2.833,2008,Japan,1,0,0,0,Asia,matsuzaki,0
235,97,matsuzaki2009,Cyprinus carpio,Omnivore,Abundance,Zooplankton,Lake,Manipulative,229,163,1.83,1.38,,139,1,0,0,0,0,0,"Ministry of Education, Culture, Sports, Science and Technology of Japan (Grants in Aids)",N. Takamura (No. 15570025) and S. Matsuzaki (No. 1811493) ,Oecologia,General,2008,2.833,2008,Japan,1,0,0,0,Asia,matsuzaki,0
230,97,matsuzaki2009,Cyprinus carpio,Omnivore,Physiochemistry,Nutrients-N,Lake,Manipulative,230,164,1.39,1.08,,139,1,0,0,0,0,0,"Ministry of Education, Culture, Sports, Science and Technology of Japan (Grants in Aids)",N. Takamura (No. 15570025) and S. Matsuzaki (No. 1811493) ,Oecologia,General,2008,2.833,2008,Japan,1,0,0,0,Asia,matsuzaki,0
232,97,matsuzaki2009,Cyprinus carpio,Omnivore,Physiochemistry,Nutrients-N,Lake,Manipulative,230,164,-4.38,4.78,,139,1,0,0,0,0,0,"Ministry of Education, Culture, Sports, Science and Technology of Japan (Grants in Aids)",N. Takamura (No. 15570025) and S. Matsuzaki (No. 1811493) ,Oecologia,General,2008,2.833,2008,Japan,1,0,0,0,Asia,matsuzaki,0
231,97,matsuzaki2009,Cyprinus carpio,Omnivore,Physiochemistry,Nutrients-P,Lake,Manipulative,231,164,-1.92,1.46,,139,1,0,0,0,0,0,"Ministry of Education, Culture, Sports, Science and Technology of Japan (Grants in Aids)",N. Takamura (No. 15570025) and S. Matsuzaki (No. 1811493) ,Oecologia,General,2008,2.833,2008,Japan,1,0,0,0,Asia,matsuzaki,0
228,97,matsuzaki2009,Cyprinus carpio,Omnivore,Physiochemistry,Turbidity,Lake,Manipulative,232,164,4.58,5.17,,139,1,0,0,0,0,0,"Ministry of Education, Culture, Sports, Science and Technology of Japan (Grants in Aids)",N. Takamura (No. 15570025) and S. Matsuzaki (No. 1811493) ,Oecologia,General,2008,2.833,2008,Japan,1,0,0,0,Asia,matsuzaki,0
337,97,matsuzaki2009,Procambarus clarkii,Omnivore,Abundance,Phytoplankton,Lake,Manipulative,233,165,1.66,1.26,,139,1,0,0,0,0,0,"Ministry of Education, Culture, Sports, Science and Technology of Japan (Grants in Aids)",N. Takamura (No. 15570025) and S. Matsuzaki (No. 1811493) ,Oecologia,General,2008,2.833,2008,Japan,0,0,0,0,Asia,matsuzaki,0
338,97,matsuzaki2009,Procambarus clarkii,Omnivore,Physiochemistry,Nutrients-N,Lake,Manipulative,234,166,1.3,1.03,,139,1,0,0,0,0,0,"Ministry of Education, Culture, Sports, Science and Technology of Japan (Grants in Aids)",N. Takamura (No. 15570025) and S. Matsuzaki (No. 1811493) ,Oecologia,General,2008,2.833,2008,Japan,0,0,0,0,Asia,matsuzaki,0
340,97,matsuzaki2009,Procambarus clarkii,Omnivore,Physiochemistry,Nutrients-N,Lake,Manipulative,234,166,-1.61,1.22,,139,1,0,0,0,0,0,"Ministry of Education, Culture, Sports, Science and Technology of Japan (Grants in Aids)",N. Takamura (No. 15570025) and S. Matsuzaki (No. 1811493) ,Oecologia,General,2008,2.833,2008,Japan,0,0,0,0,Asia,matsuzaki,0
339,97,matsuzaki2009,Procambarus clarkii,Omnivore,Physiochemistry,Nutrients-P,Lake,Manipulative,235,166,-0.95,0.86,,139,1,0,0,0,0,0,"Ministry of Education, Culture, Sports, Science and Technology of Japan (Grants in Aids)",N. Takamura (No. 15570025) and S. Matsuzaki (No. 1811493) ,Oecologia,General,2008,2.833,2008,Japan,0,0,0,0,Asia,matsuzaki,0
336,97,matsuzaki2009,Procambarus clarkii,Omnivore,Physiochemistry,Turbidity,Lake,Manipulative,236,166,1.71,1.29,,139,1,0,0,0,0,0,"Ministry of Education, Culture, Sports, Science and Technology of Japan (Grants in Aids)",N. Takamura (No. 15570025) and S. Matsuzaki (No. 1811493) ,Oecologia,General,2008,2.833,2008,Japan,0,0,0,0,Asia,matsuzaki,0
570,98,mckinnon2009,Caulerpa taxifolia,Primary-producer,Abundance,Benthic Invertebrates,Estuary,Observational,237,167,2.98,1.11,,44,0,0,0,0,0,0,NA,NA,Marine Ecology Progress Series,Ecosystem,2009,2.088,2009,Australia,0,0,0,0,Australia and New Zealand,mckinnon,1
571,98,mckinnon2009,Caulerpa taxifolia,Primary-producer,Abundance,Benthic Invertebrates,Estuary,Observational,237,167,-1.83,0.67,,44,0,0,0,0,0,0,NA,NA,Marine Ecology Progress Series,Ecosystem,2009,2.088,2009,Australia,0,0,0,0,Australia and New Zealand,mckinnon,1
572,98,mckinnon2009,Caulerpa taxifolia,Primary-producer,Abundance,Benthic Invertebrates,Estuary,Observational,237,167,3.42,1.33,,44,0,0,0,0,0,0,NA,NA,Marine Ecology Progress Series,Ecosystem,2009,2.088,2009,Australia,0,0,0,0,Australia and New Zealand,mckinnon,1
573,98,mckinnon2009,Caulerpa taxifolia,Primary-producer,Abundance,Benthic Invertebrates,Estuary,Observational,237,167,0.05,0.4,,44,0,0,0,0,0,0,NA,NA,Marine Ecology Progress Series,Ecosystem,2009,2.088,2009,Australia,0,0,0,0,Australia and New Zealand,mckinnon,1
580,98,mckinnon2009,Caulerpa taxifolia,Primary-producer,Abundance,Benthic Invertebrates,Estuary,Observational,237,167,-1.36,0.26,,44,0,0,0,0,0,0,NA,NA,Marine Ecology Progress Series,Ecosystem,2009,2.088,2009,Australia,0,0,0,0,Australia and New Zealand,mckinnon,1
581,98,mckinnon2009,Caulerpa taxifolia,Primary-producer,Abundance,Benthic Invertebrates,Estuary,Observational,237,167,-2.09,0.33,,44,0,0,0,0,0,0,NA,NA,Marine Ecology Progress Series,Ecosystem,2009,2.088,2009,Australia,0,0,0,0,Australia and New Zealand,mckinnon,1
574,98,mckinnon2009,Caulerpa taxifolia,Primary-producer,Diversity,Benthic Invertebrates,Estuary,Observational,238,168,0.45,0.42,,44,0,0,0,0,0,0,NA,NA,Marine Ecology Progress Series,Ecosystem,2009,2.088,2009,Australia,0,0,0,0,Australia and New Zealand,mckinnon,1
575,98,mckinnon2009,Caulerpa taxifolia,Primary-producer,Diversity,Benthic Invertebrates,Estuary,Observational,238,168,-2.63,0.95,,44,0,0,0,0,0,0,NA,NA,Marine Ecology Progress Series,Ecosystem,2009,2.088,2009,Australia,0,0,0,0,Australia and New Zealand,mckinnon,1
576,98,mckinnon2009,Caulerpa taxifolia,Primary-producer,Diversity,Benthic Invertebrates,Estuary,Observational,238,168,2.03,0.73,,44,0,0,0,0,0,0,NA,NA,Marine Ecology Progress Series,Ecosystem,2009,2.088,2009,Australia,0,0,0,0,Australia and New Zealand,mckinnon,1
577,98,mckinnon2009,Caulerpa taxifolia,Primary-producer,Diversity,Benthic Invertebrates,Estuary,Observational,238,168,-1.11,0.5,,44,0,0,0,0,0,0,NA,NA,Marine Ecology Progress Series,Ecosystem,2009,2.088,2009,Australia,0,0,0,0,Australia and New Zealand,mckinnon,1
578,98,mckinnon2009,Caulerpa taxifolia,Primary-producer,Diversity,Benthic Invertebrates,Estuary,Observational,238,168,-1.12,0.24,,44,0,0,0,0,0,0,NA,NA,Marine Ecology Progress Series,Ecosystem,2009,2.088,2009,Australia,0,0,0,0,Australia and New Zealand,mckinnon,1
579,98,mckinnon2009,Caulerpa taxifolia,Primary-producer,Diversity,Benthic Invertebrates,Estuary,Observational,238,168,-0.96,0.23,,44,0,0,0,0,0,0,NA,NA,Marine Ecology Progress Series,Ecosystem,2009,2.088,2009,Australia,0,0,0,0,Australia and New Zealand,mckinnon,1
569,98,mckinnon2009,Caulerpa taxifolia,Primary-producer,Physiochemistry,Turbidity,Estuary,Observational,239,169,-0.07,0.4,,44,0,0,0,0,0,0,NA,NA,Marine Ecology Progress Series,Ecosystem,2009,2.088,2009,Australia,0,0,0,0,Australia and New Zealand,mckinnon,1
